genres,tags,app_name,item_id,combinacion
[RPG],"Open World, RPG, Post-apocalyptic, Singleplayer, Moddable, First-Person, Sci-fi, Action, Adventure, FPS, Replay Value, Sandbox, Third Person, Exploration, Atmospheric, Story Rich, Shooter, Cult Classic, Action RPG, Great Soundtrack",Fallout 3: Game of the Year Edition,22370,"[RPG] Open World, RPG, Post-apocalyptic, Singleplayer, Moddable, First-Person, Sci-fi, Action, Adventure, FPS, Replay Value, Sandbox, Third Person, Exploration, Atmospheric, Story Rich, Shooter, Cult Classic, Action RPG, Great Soundtrack Fallout 3: Game of the Year Edition"
"[Adventure, Indie, Simulation]","Indie, Simulation, Adventure, Story Rich, Political",Orwell: Ignorance is Strength,633060,"[Adventure, Indie, Simulation] Indie, Simulation, Adventure, Story Rich, Political Orwell: Ignorance is Strength"
[Action],Action,Resident Evil: Operation Raccoon City - Classic Weapons Pack,210018,[Action] Action Resident Evil: Operation Raccoon City - Classic Weapons Pack
"[Action, Indie]","Indie, Action, Dinosaurs",Dinosaur Forest,506730,"[Action, Indie] Indie, Action, Dinosaurs Dinosaur Forest"
"[Action, Indie]","Indie, Action, Platformer",Lup,412600,"[Action, Indie] Indie, Action, Platformer Lup"
"[Adventure, Casual, Indie, RPG, Strategy]","Strategy, Adventure, RPG, Indie, Casual",Magical Mysteries: Original Soundtrack,549940,"[Adventure, Casual, Indie, RPG, Strategy] Strategy, Adventure, RPG, Indie, Casual Magical Mysteries: Original Soundtrack"
[Simulation],Simulation,Pinball FX3 - Bethesda® Pinball,646668,[Simulation] Simulation Pinball FX3 - Bethesda® Pinball
[Simulation],Simulation,Train Simulator: CPRR 4-4-0 No. 60 ‘Jupiter’ Steam Loco Add-On,562379,[Simulation] Simulation Train Simulator: CPRR 4-4-0 No. 60 ‘Jupiter’ Steam Loco Add-On
"[Adventure, Casual, Indie, RPG, Strategy]","Strategy, Adventure, RPG, Indie, Casual",Alexander (Character for Occult Raise),670590,"[Adventure, Casual, Indie, RPG, Strategy] Strategy, Adventure, RPG, Indie, Casual Alexander (Character for Occult Raise)"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Nazareth - “Hair of the Dog”,436621,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Nazareth - “Hair of the Dog”"
"[Action, Adventure]","Great Soundtrack, Adventure, Character Customization, Action, 3D Platformer, Fast-Paced, Platformer, Singleplayer, Colorful, Story Rich, 2D, 2.5D, Memes, Funny, Family Friendly, Action-Adventure, Anime, Psychological Horror, Multiplayer, Sexual Content",Sonic Forces,637100,"[Action, Adventure] Great Soundtrack, Adventure, Character Customization, Action, 3D Platformer, Fast-Paced, Platformer, Singleplayer, Colorful, Story Rich, 2D, 2.5D, Memes, Funny, Family Friendly, Action-Adventure, Anime, Psychological Horror, Multiplayer, Sexual Content Sonic Forces"
"[Action, Indie]","Action, Indie, ""Beat em up"", Local Co-Op, Pixel Graphics, 4 Player Local, Retro, 2D, Side Scroller",Fist Puncher,238630,"[Action, Indie] Action, Indie, ""Beat em up"", Local Co-Op, Pixel Graphics, 4 Player Local, Retro, 2D, Side Scroller Fist Puncher"
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",Fantasy Grounds - Heroic Characters 16 (Token Pack),619190,"[Indie, RPG, Strategy] Strategy, RPG, Indie Fantasy Grounds - Heroic Characters 16 (Token Pack)"
"[Casual, Indie]","Indie, Casual",JellyNoid,733190,"[Casual, Indie] Indie, Casual JellyNoid"
"[Indie, RPG]","RPG, Indie, Turn-Based, Story Rich, Online Co-Op, Western, Horror, Adventure, Party-Based RPG",Fantasy Grounds - Deadlands Reloaded: For Whom the Whistle Blows,305472,"[Indie, RPG] RPG, Indie, Turn-Based, Story Rich, Online Co-Op, Western, Horror, Adventure, Party-Based RPG Fantasy Grounds - Deadlands Reloaded: For Whom the Whistle Blows"
"[Simulation, Strategy]","Simulation, Building, Management, Sandbox, Singleplayer, Strategy, Family Friendly, Great Soundtrack, Realistic, Funny, Atmospheric, Open World, Casual, Multiplayer, Colorful, Base Building, Economy, Adventure, Action, First-Person",Planet Coaster,493340,"[Simulation, Strategy] Simulation, Building, Management, Sandbox, Singleplayer, Strategy, Family Friendly, Great Soundtrack, Realistic, Funny, Atmospheric, Open World, Casual, Multiplayer, Colorful, Base Building, Economy, Adventure, Action, First-Person Planet Coaster"
"[Action, RPG]","Action, RPG",Magicka: Lonely Island Cruise,73039,"[Action, RPG] Action, RPG Magicka: Lonely Island Cruise"
[Adventure],"Comedy, Adventure, Story Rich, Choices Matter, Episodic, Singleplayer, Point & Click, Funny, Sci-fi, Choose Your Own Adventure, Action, Atmospheric, Quick-Time Events, Great Soundtrack, Dark Humor, Memes, Female Protagonist, Visual Novel, Casual, RPG",Tales from the Borderlands,330830,"[Adventure] Comedy, Adventure, Story Rich, Choices Matter, Episodic, Singleplayer, Point & Click, Funny, Sci-fi, Choose Your Own Adventure, Action, Atmospheric, Quick-Time Events, Great Soundtrack, Dark Humor, Memes, Female Protagonist, Visual Novel, Casual, RPG Tales from the Borderlands"
"[Action, Massively Multiplayer, Racing]","Racing, Action, Massively Multiplayer",The Crew™ Calling All Units,512350,"[Action, Massively Multiplayer, Racing] Racing, Action, Massively Multiplayer The Crew™ Calling All Units"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Mötley Crüe - “Home Sweet Home”,390410,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Mötley Crüe - “Home Sweet Home”"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Pearl Jam - “Last Exit”,590188,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 Edition – Remastered – Pearl Jam - “Last Exit”"
[Simulation],Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Salvador International,636134,[Simulation] Simulation X-Plane 11 - Add-on: Aerosoft - Airport Salvador International
"[Animation &amp; Modeling, Design &amp; Illustration]","Design & Illustration, Animation & Modeling",Strata Spaces VR – Professional Edition 7-Day Trial,719010,"[Animation &amp; Modeling, Design &amp; Illustration] Design & Illustration, Animation & Modeling Strata Spaces VR – Professional Edition 7-Day Trial"
"[Adventure, Indie, RPG]","RPG, Adventure, Choose Your Own Adventure, Based On A Novel, Visual Novel, Indie, Singleplayer",The Forest of Doom,270490,"[Adventure, Indie, RPG] RPG, Adventure, Choose Your Own Adventure, Based On A Novel, Visual Novel, Indie, Singleplayer The Forest of Doom"
[Indie],"Indie, Puzzle, Difficult, Psychological Horror, Singleplayer",Stephen's Sausage Roll,353540,"[Indie] Indie, Puzzle, Difficult, Psychological Horror, Singleplayer Stephen's Sausage Roll"
"[Adventure, Simulation, VR, Free to Play]","Adventure, Simulation, VR, Free to Play",Magic Lantern,575110,"[Adventure, Simulation, VR, Free to Play] Adventure, Simulation, VR, Free to Play Magic Lantern"
"[Early Access, Action, Indie, Simulation, VR]","Early Access, Action, Indie, Simulation, VR",Soldiers of Heaven VR,384970,"[Early Access, Action, Indie, Simulation, VR] Early Access, Action, Indie, Simulation, VR Soldiers of Heaven VR"
"[Action, Casual, Indie]","Action, Indie, Casual",Galagan's Island: Metagalactic Monstrosities,406500,"[Action, Casual, Indie] Action, Indie, Casual Galagan's Island: Metagalactic Monstrosities"
[Simulation],Simulation,Great Northern F7 Big Sky Blue Add-on Livery,256539,[Simulation] Simulation Great Northern F7 Big Sky Blue Add-on Livery
"[Action, Casual, Indie]","Action, Indie, Casual",Euclidean Soundtrack,538370,"[Action, Casual, Indie] Action, Indie, Casual Euclidean Soundtrack"
"[Episodic, Anime]","Episodic, Anime",Toradora!,694620,"[Episodic, Anime] Episodic, Anime Toradora!"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Thrice Song Pack,637739,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 Edition – Remastered – Thrice Song Pack"
[Strategy],Strategy,Fallen Enchantress: Legendary Heroes - Map Pack DLC,233590,[Strategy] Strategy Fallen Enchantress: Legendary Heroes - Map Pack DLC
"[Action, Casual, Indie]","Action, Indie, Casual, Puzzle, Platformer, Local Co-Op, Cartoon, Hand-drawn, Colorful, Difficult, Puzzle-Platformer, Cute, Co-op, Local Multiplayer, Multiplayer, Relaxing, Building",Building Block Heroes,695560,"[Action, Casual, Indie] Action, Indie, Casual, Puzzle, Platformer, Local Co-Op, Cartoon, Hand-drawn, Colorful, Difficult, Puzzle-Platformer, Cute, Co-op, Local Multiplayer, Multiplayer, Relaxing, Building Building Block Heroes"
"[Action, Indie, RPG]","Action, RPG, Indie, Pirates, Open World, Adventure, Atmospheric, Naval",Vendetta - Curse of Raven's Cry,386280,"[Action, Indie, RPG] Action, RPG, Indie, Pirates, Open World, Adventure, Atmospheric, Naval Vendetta - Curse of Raven's Cry"
"[Simulation, Sports, Strategy]","Simulation, Sports, Strategy",Football Club Simulator - FCS 18,324090,"[Simulation, Sports, Strategy] Simulation, Sports, Strategy Football Club Simulator - FCS 18"
[Action],Action,Samurai Warriors Mashup Set,445262,[Action] Action Samurai Warriors Mashup Set
"[Adventure, Indie, RPG]","RPG, Dungeon Crawler, Indie, Grid-Based Movement, Fantasy, Adventure, Singleplayer, Party-Based RPG, Puzzle, Real-Time, First-Person, Moddable, Atmospheric, Retro, Difficult, Character Customization, Action, Tactical, Replay Value, Level Editor",Legend of Grimrock,207170,"[Adventure, Indie, RPG] RPG, Dungeon Crawler, Indie, Grid-Based Movement, Fantasy, Adventure, Singleplayer, Party-Based RPG, Puzzle, Real-Time, First-Person, Moddable, Atmospheric, Retro, Difficult, Character Customization, Action, Tactical, Replay Value, Level Editor Legend of Grimrock"
"[Casual, Indie]","Memes, Casual, Illuminati, Indie, Puzzle, Fantasy, Physics, Anime, Cold War, Sexual Content, Atmospheric, Singleplayer, Difficult, Funny, Family Friendly, Comedy, Simulation, Nudity, Strategy, Story Rich",Save Jesus,509220,"[Casual, Indie] Memes, Casual, Illuminati, Indie, Puzzle, Fantasy, Physics, Anime, Cold War, Sexual Content, Atmospheric, Singleplayer, Difficult, Funny, Family Friendly, Comedy, Simulation, Nudity, Strategy, Story Rich Save Jesus"
"[Early Access, VR]","Early Access, VR",DEADLOCK,513790,"[Early Access, VR] Early Access, VR DEADLOCK"
"[Action, Adventure, Indie, Racing]","Action, Adventure, Racing, Indie",LOG the game,645470,"[Action, Adventure, Indie, Racing] Action, Adventure, Racing, Indie LOG the game"
"[Adventure, Casual, Indie, Early Access]","Early Access, Indie, Casual, Adventure, Platformer",Calico & Co.,620580,"[Adventure, Casual, Indie, Early Access] Early Access, Indie, Casual, Adventure, Platformer Calico & Co."
[Simulation],Simulation,Nameless will heal your heart ~Yeonho~,414673,[Simulation] Simulation Nameless will heal your heart ~Yeonho~
[Casual],"Casual, Puzzle, Sci-fi",Interstellar Logistics Inc,502150,"[Casual] Casual, Puzzle, Sci-fi Interstellar Logistics Inc"
[Adventure],"Adventure, RPG, Zombies, Story Rich, Dark, Demons, Choose Your Own Adventure, Indie",Judgement,383780,"[Adventure] Adventure, RPG, Zombies, Story Rich, Dark, Demons, Choose Your Own Adventure, Indie Judgement"
"[Adventure, Casual]","Adventure, Casual, Hidden Object, Point & Click, Female Protagonist",New York Mysteries: Secrets of the Mafia,372930,"[Adventure, Casual] Adventure, Casual, Hidden Object, Point & Click, Female Protagonist New York Mysteries: Secrets of the Mafia"
[Simulation],Simulation,Train Simulator: BR Castle Class Loco Add-On,258657,[Simulation] Simulation Train Simulator: BR Castle Class Loco Add-On
"[Indie, Casual]","Indie, Casual",Raycatcher,32000,"[Indie, Casual] Indie, Casual Raycatcher"
"[Adventure, Casual, Indie]","Adventure, Indie, Casual, Visual Novel, Otome, Anime, Female Protagonist",Anicon - Animal Complex - Cat's Path,502120,"[Adventure, Casual, Indie] Adventure, Indie, Casual, Visual Novel, Otome, Anime, Female Protagonist Anicon - Animal Complex - Cat's Path"
"[Adventure, Indie, Massively Multiplayer, RPG, Strategy]","Strategy, Adventure, RPG, Massively Multiplayer, Indie",Fasaria World Online - ELITE Sponsorship,495790,"[Adventure, Indie, Massively Multiplayer, RPG, Strategy] Strategy, Adventure, RPG, Massively Multiplayer, Indie Fasaria World Online - ELITE Sponsorship"
"[Action, Adventure, Indie]","Action, Indie, Adventure, FPS, Sci-fi, Action-Adventure",One Sole Purpose,548350,"[Action, Adventure, Indie] Action, Indie, Adventure, FPS, Sci-fi, Action-Adventure One Sole Purpose"
"[Free to Play, Indie, Strategy, Early Access]","Early Access, Free to Play, Strategy, City Builder, Indie, Singleplayer, Classic, Rome",CaesarIA,327640,"[Free to Play, Indie, Strategy, Early Access] Early Access, Free to Play, Strategy, City Builder, Indie, Singleplayer, Classic, Rome CaesarIA"
[Indie],Indie,COLDTV,736100,[Indie] Indie COLDTV
"[Action, Adventure, Casual, Indie]","Indie, Action, Adventure, Casual",Achievement Hunter: Begins,674040,"[Action, Adventure, Casual, Indie] Indie, Action, Adventure, Casual Achievement Hunter: Begins"
"[Adventure, Indie]","Indie, Surreal, Puzzle, Atmospheric, Singleplayer, Mystery, Adventure, Puzzle-Platformer, Horror, Dark, Minimalist",Tulpa,331340,"[Adventure, Indie] Indie, Surreal, Puzzle, Atmospheric, Singleplayer, Mystery, Adventure, Puzzle-Platformer, Horror, Dark, Minimalist Tulpa"
"[Action, Adventure, Indie]","Indie, Action, Adventure, First-Person, Shooter, Exploration, Realistic, Historical, Great Soundtrack, Story Rich, Dark, Violent, Funny, Comedy, Tactical, Destruction, Simulation, Psychological Horror, Memes",The Last Hope: Trump vs Mafia - North Korea,581030,"[Action, Adventure, Indie] Indie, Action, Adventure, First-Person, Shooter, Exploration, Realistic, Historical, Great Soundtrack, Story Rich, Dark, Violent, Funny, Comedy, Tactical, Destruction, Simulation, Psychological Horror, Memes The Last Hope: Trump vs Mafia - North Korea"
[Simulation],Simulation,FSX Steam Edition: Toposim US Northeast Add-On,556225,[Simulation] Simulation FSX Steam Edition: Toposim US Northeast Add-On
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",Fantasy Grounds - Darkwoulfe's Token Pack Volume 18,544120,"[Indie, RPG, Strategy] Strategy, RPG, Indie Fantasy Grounds - Darkwoulfe's Token Pack Volume 18"
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",Fantasy Grounds - Top-Down Tokens - Heroic 8,389921,"[Indie, RPG, Strategy] Strategy, RPG, Indie Fantasy Grounds - Top-Down Tokens - Heroic 8"
"[Design &amp; Illustration, Web Publishing]","Design & Illustration, Web Publishing",RPG Maker VX Ace - Monster Legacy 1,285460,"[Design &amp; Illustration, Web Publishing] Design & Illustration, Web Publishing RPG Maker VX Ace - Monster Legacy 1"
"[Action, Adventure, Indie, Strategy]","Strategy, Action, Adventure, Indie",Captain vs Sky Pirates - Pyramids,751030,"[Action, Adventure, Indie, Strategy] Strategy, Action, Adventure, Indie Captain vs Sky Pirates - Pyramids"
"[Adventure, Indie]","Adventure, Indie",Slinki Demo,363740,"[Adventure, Indie] Adventure, Indie Slinki Demo"
"[Casual, Indie, Strategy]","Casual, Indie, Strategy, Tower Defense, Zombies, 2D, Adventure",Stop Santa - Tower Defense,746410,"[Casual, Indie, Strategy] Casual, Indie, Strategy, Tower Defense, Zombies, 2D, Adventure Stop Santa - Tower Defense"
[RPG],RPG,"BLUE REFLECTION - Vacation Style Set C (Lime, Fumio, Chihiro)",688270,"[RPG] RPG BLUE REFLECTION - Vacation Style Set C (Lime, Fumio, Chihiro)"
[Casual],"Casual, Visual Novel, Anime",Azurea Juncture,557860,"[Casual] Casual, Visual Novel, Anime Azurea Juncture"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Queen - “Another One Bites the Dust”,369783,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Queen - “Another One Bites the Dust”"
"[Free to Play, Indie, Sports, Strategy]","Free to Play, Sports, Strategy, Indie, Football, Soccer, Multiplayer, Simulation",Soccer Manager 2017,510630,"[Free to Play, Indie, Sports, Strategy] Free to Play, Sports, Strategy, Indie, Football, Soccer, Multiplayer, Simulation Soccer Manager 2017"
"[Simulation, Sports]","Simulation, Sports",Football Manager Touch 2018 - Rise from the Ashes Challenge,711745,"[Simulation, Sports] Simulation, Sports Football Manager Touch 2018 - Rise from the Ashes Challenge"
"[Simulation, Sports, Indie, VR]","Simulation, Sports, Indie, VR",VRSailing by BeTomorrow,579050,"[Simulation, Sports, Indie, VR] Simulation, Sports, Indie, VR VRSailing by BeTomorrow"
[Action],"Fighting, Anime, 2D Fighter, Action, Great Soundtrack, ""Beat em up"", Arcade, Local Multiplayer, 2D",Guilty Gear Isuka,267900,"[Action] Fighting, Anime, 2D Fighter, Action, Great Soundtrack, ""Beat em up"", Arcade, Local Multiplayer, 2D Guilty Gear Isuka"
"[Simulation, Strategy]","Simulation, Strategy",Polaris Sector: Lumens,620680,"[Simulation, Strategy] Simulation, Strategy Polaris Sector: Lumens"
"[Casual, Indie]","Indie, Casual, Puzzle, Family Friendly",Sudoku Quest,436280,"[Casual, Indie] Indie, Casual, Puzzle, Family Friendly Sudoku Quest"
"[Indie, Strategy, Early Access]","Early Access, Indie, Strategy, Multiplayer, Real-Time, RTS",King of the World,615020,"[Indie, Strategy, Early Access] Early Access, Indie, Strategy, Multiplayer, Real-Time, RTS King of the World"
"[Adventure, Indie, Simulation]","Survival, Adventure, Multiplayer, Simulation, Open World, Free to Play, Building, Indie, Crafting, Sandbox, Exploration, Co-op, Singleplayer, Economy, Realistic, Education, First-Person, Action",Eco,382310,"[Adventure, Indie, Simulation] Survival, Adventure, Multiplayer, Simulation, Open World, Free to Play, Building, Indie, Crafting, Sandbox, Exploration, Co-op, Singleplayer, Economy, Realistic, Education, First-Person, Action Eco"
"[RPG, Simulation, Strategy]","Strategy, RPG, Simulation",Crusader Kings II: Orchestral House Lords,373940,"[RPG, Simulation, Strategy] Strategy, RPG, Simulation Crusader Kings II: Orchestral House Lords"
"[Action, Adventure, Indie]","Action, Adventure, Indie",White Day - Horror Costume - Ji-Hyeon Seol,687110,"[Action, Adventure, Indie] Action, Adventure, Indie White Day - Horror Costume - Ji-Hyeon Seol"
"[Action, Indie, Strategy]","Strategy, Action, Indie",Awesomenauts - Kosmonaut Yuri Skin,204309,"[Action, Indie, Strategy] Strategy, Action, Indie Awesomenauts - Kosmonaut Yuri Skin"
[Simulation],Simulation,Train Simulator: Peninsula Corridor: San Francisco - Gilroy Route Add-On,642807,[Simulation] Simulation Train Simulator: Peninsula Corridor: San Francisco - Gilroy Route Add-On
"[RPG, Strategy]","Strategy, RPG, Fantasy, Story Rich, Atmospheric, Mythology, Difficult, Choose Your Own Adventure, Cult Classic",King of Dragon Pass,352220,"[RPG, Strategy] Strategy, RPG, Fantasy, Story Rich, Atmospheric, Mythology, Difficult, Choose Your Own Adventure, Cult Classic King of Dragon Pass"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 Edition – Remastered – The Pretenders - “Middle of the Road”,637781,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 Edition – Remastered – The Pretenders - “Middle of the Road”"
"[Action, Adventure, Indie, RPG, Early Access]","Early Access, Action, Adventure, RPG, Indie",The adventure of Kroos,747330,"[Action, Adventure, Indie, RPG, Early Access] Early Access, Action, Adventure, RPG, Indie The adventure of Kroos"
"[Simulation, Strategy]","Grand Strategy, Strategy, Historical, Simulation, Real-Time with Pause, Sandbox, Military, Multiplayer, Singleplayer, Replay Value, Diplomacy, Political, Education, Moddable, RTS, Open World, Great Soundtrack, Medieval, Co-op, 4X",Europa Universalis IV,236850,"[Simulation, Strategy] Grand Strategy, Strategy, Historical, Simulation, Real-Time with Pause, Sandbox, Military, Multiplayer, Singleplayer, Replay Value, Diplomacy, Political, Education, Moddable, RTS, Open World, Great Soundtrack, Medieval, Co-op, 4X Europa Universalis IV"
"[Adventure, Indie]","Adventure, Indie",The Music Machine Original Soundtrack,359130,"[Adventure, Indie] Adventure, Indie The Music Machine Original Soundtrack"
"[Action, Adventure, Indie, RPG]","Action, Adventure, Indie, RPG, 4 Player Local, 2.5D, ""Beat em up"", Local Multiplayer, Local Co-Op, Rogue-lite, Controller, Side Scroller, 2D, Retro, Replay Value, Hack and Slash, Cartoon, 2D Fighter, Cartoony, Singleplayer",Die for Valhalla!,606000,"[Action, Adventure, Indie, RPG] Action, Adventure, Indie, RPG, 4 Player Local, 2.5D, ""Beat em up"", Local Multiplayer, Local Co-Op, Rogue-lite, Controller, Side Scroller, 2D, Retro, Replay Value, Hack and Slash, Cartoon, 2D Fighter, Cartoony, Singleplayer Die for Valhalla!"
"[Adventure, Casual, Indie, RPG, Simulation]","Adventure, RPG, Indie, Casual, Simulation",Yerah,717380,"[Adventure, Casual, Indie, RPG, Simulation] Adventure, RPG, Indie, Casual, Simulation Yerah"
"[Action, Indie, Massively Multiplayer]","Action, Massively Multiplayer, Indie",Heliborne - Law Enforcement Camouflage Pack,730500,"[Action, Indie, Massively Multiplayer] Action, Massively Multiplayer, Indie Heliborne - Law Enforcement Camouflage Pack"
"[Casual, Indie]","Puzzle, Indie, Casual, Singleplayer",Puzzle Dimension,57200,"[Casual, Indie] Puzzle, Indie, Casual, Singleplayer Puzzle Dimension"
"[Action, Casual, Indie]","Action, Indie, Casual",Wurst Defender Coop Edition,740990,"[Action, Casual, Indie] Action, Indie, Casual Wurst Defender Coop Edition"
"[Indie, RPG, Strategy]","Rogue-like, Turn-Based, Grid-Based Movement, Cute, Procedural Generation, Turn-Based Combat, Indie, Tactical, RPG, Turn-Based Tactics, Strategy, Fantasy, Great Soundtrack, Turn-Based Strategy, Replay Value, Loot, Perma Death, Tactical RPG, Story Rich, Dark Fantasy",Sproggiwood,311720,"[Indie, RPG, Strategy] Rogue-like, Turn-Based, Grid-Based Movement, Cute, Procedural Generation, Turn-Based Combat, Indie, Tactical, RPG, Turn-Based Tactics, Strategy, Fantasy, Great Soundtrack, Turn-Based Strategy, Replay Value, Loot, Perma Death, Tactical RPG, Story Rich, Dark Fantasy Sproggiwood"
"[Action, Free to Play, Massively Multiplayer, Simulation]","Action, Free to Play, Massively Multiplayer, Simulation",Star Conflict: Fleet Strength - Blood Tormentor,397122,"[Action, Free to Play, Massively Multiplayer, Simulation] Action, Free to Play, Massively Multiplayer, Simulation Star Conflict: Fleet Strength - Blood Tormentor"
"[Adventure, Casual, Indie, RPG, Simulation]","Memes, Anime, Dating Sim, Visual Novel, Tanks, Indie, Simulation, Casual, RPG, Illuminati, Adventure, World War II, Comedy, Nudity, Story Rich, Historical, Family Friendly, Gore, Female Protagonist, Walking Simulator",Panzermadels: Tank Dating Simulator,379980,"[Adventure, Casual, Indie, RPG, Simulation] Memes, Anime, Dating Sim, Visual Novel, Tanks, Indie, Simulation, Casual, RPG, Illuminati, Adventure, World War II, Comedy, Nudity, Story Rich, Historical, Family Friendly, Gore, Female Protagonist, Walking Simulator Panzermadels: Tank Dating Simulator"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Sum 41 - “Still Waiting”,294926,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Sum 41 - “Still Waiting”"
"[Action, Indie]","Action, Indie",Record Store Nightmare,722400,"[Action, Indie] Action, Indie Record Store Nightmare"
"[Simulation, Strategy]","Strategy, Simulation, Trading, Naval, Sailing, Pirates, Management, Sandbox, Indie",Winds Of Trade,576260,"[Simulation, Strategy] Strategy, Simulation, Trading, Naval, Sailing, Pirates, Management, Sandbox, Indie Winds Of Trade"
"[Adventure, Indie]","Indie, Adventure, Horror, Surreal, Puzzle, 2D",REalM: Walk of Soul,417020,"[Adventure, Indie] Indie, Adventure, Horror, Surreal, Puzzle, 2D REalM: Walk of Soul"
"[Action, Indie, Sports]","Great Soundtrack, Action, Local Multiplayer, Arcade, Controller, Indie, Singleplayer, Fighting, Sports, 2D, Difficult, Pixel Graphics, 4 Player Local",Wand Wars,422110,"[Action, Indie, Sports] Great Soundtrack, Action, Local Multiplayer, Arcade, Controller, Indie, Singleplayer, Fighting, Sports, 2D, Difficult, Pixel Graphics, 4 Player Local Wand Wars"
"[Adventure, Indie]","Pixel Graphics, Adventure, Indie, Mouse only, Dungeon Crawler, Atmospheric, Singleplayer, Space, Sci-fi, Point & Click, Rogue-like, 2D, Multiple Endings, Violent, Rogue-lite, Casual, ""1990s"", Replay Value, Retro, Dark Humor",Super Turbo Demon Busters!,262810,"[Adventure, Indie] Pixel Graphics, Adventure, Indie, Mouse only, Dungeon Crawler, Atmospheric, Singleplayer, Space, Sci-fi, Point & Click, Rogue-like, 2D, Multiple Endings, Violent, Rogue-lite, Casual, ""1990s"", Replay Value, Retro, Dark Humor Super Turbo Demon Busters!"
"[Movie, Drama, War]","Movie, Drama, War",The Hurt Locker,417690,"[Movie, Drama, War] Movie, Drama, War The Hurt Locker"
"[Adventure, Casual, Indie]","Adventure, Indie, Casual, Platformer, Puzzle-Platformer",Last Inua,331980,"[Adventure, Casual, Indie] Adventure, Indie, Casual, Platformer, Puzzle-Platformer Last Inua"
"[Indie, RPG, Strategy]","Strategy, RPG, Indie",The Stirling Pack,407450,"[Indie, RPG, Strategy] Strategy, RPG, Indie The Stirling Pack"
"[Video Production, VR]","Video Production, VR",SKYBOX VR Video Player,721090,"[Video Production, VR] Video Production, VR SKYBOX VR Video Player"
"[Action, Casual, Indie, Strategy]","Strategy, Action, Indie, Casual",101 Ways to Die,413480,"[Action, Casual, Indie, Strategy] Strategy, Action, Indie, Casual 101 Ways to Die"
"[Action, Adventure, RPG]","Action, Adventure, RPG, RPGMaker",Chevo Lurker: Exodus,712010,"[Action, Adventure, RPG] Action, Adventure, RPG, RPGMaker Chevo Lurker: Exodus"
"[Movie, Comedy]","Movie, Comedy",School Dance,419180,"[Movie, Comedy] Movie, Comedy School Dance"
"[Action, Indie]","Action, Indie, Platformer",Megatronic Void,706690,"[Action, Indie] Action, Indie, Platformer Megatronic Void"
"[Action, Adventure, Indie]","Action, Adventure, Indie, 2D, Open World, Atmospheric, Top-Down, Great Soundtrack, Action RPG",Animal Gods,370220,"[Action, Adventure, Indie] Action, Adventure, Indie, 2D, Open World, Atmospheric, Top-Down, Great Soundtrack, Action RPG Animal Gods"
"[Adventure, Casual, Simulation, Strategy]","Casual, Adventure, Simulation, Strategy",Jane's Realty,412440,"[Adventure, Casual, Simulation, Strategy] Casual, Adventure, Simulation, Strategy Jane's Realty"
"[Adventure, Indie]","Indie, Platformer, Action, Adventure, Co-op, Local Co-Op, Great Soundtrack, 2D, Shooter, Online Co-Op, Puzzle, Singleplayer, Funny, Multiplayer, Side Scroller, Controller, Comedy",Rocketbirds: Hardboiled Chicken,215510,"[Adventure, Indie] Indie, Platformer, Action, Adventure, Co-op, Local Co-Op, Great Soundtrack, 2D, Shooter, Online Co-Op, Puzzle, Singleplayer, Funny, Multiplayer, Side Scroller, Controller, Comedy Rocketbirds: Hardboiled Chicken"
"[Indie, Strategy, Early Access]","Early Access, Strategy, Turn-Based Tactics, Indie, Trading Card Game, Board Game",Longsword - Tabletop Tactics,428610,"[Indie, Strategy, Early Access] Early Access, Strategy, Turn-Based Tactics, Indie, Trading Card Game, Board Game Longsword - Tabletop Tactics"
"[Action, Casual, Indie]","Indie, Action, Casual, Pixel Graphics",Mad Age & This Guy,671650,"[Action, Casual, Indie] Indie, Action, Casual, Pixel Graphics Mad Age & This Guy"
"[Action, Adventure, Indie, RPG, Early Access]","Early Access, Indie, Adventure, Action, RPG, Action RPG, Fantasy, Medieval, Top-Down",Bravery: Rise of The Last Hero,613970,"[Action, Adventure, Indie, RPG, Early Access] Early Access, Indie, Adventure, Action, RPG, Action RPG, Fantasy, Medieval, Top-Down Bravery: Rise of The Last Hero"
